,번호,명칭,요약,출원일,출원인,독립 청구항수,전체 청구항수,국제특허분류,자국인용특허,외국인용특허,자국피인용특허,자국인용횟수,자국피인용횟수,특허평가등급,발명자수,발명자국가,출원인대표명,국가,연도,외국인용횟수
318,KR20180158676A,암호화폐를 이용한 담보 대출방법{Mortgage loan method using virtual money},"본 발명은 암호화폐를 이용한 담보 대출방법에 관한 것으로, 그 구성은 대출 신청자는 유·무선 통신망을 통해 대출 관리서버에 접속하여 본인의 신상정보를 기재하여 회원 가입하고, 본인 소유의 암호화폐에 대한 정보를 상기 대출 관리서버로 업로드하여 대출 신청을 접수하는 접수단계(S10);와, 상기 대출 관리서버는 회원 가입된 대출 신청자의 신상정보를 데이터베이스에 저장 관리하며, 검출부는 대출 신청자 소유의 암호화폐에 대한 실시간 시세를 검출하고, 그 검출된 암호화폐의 시세를 기반으로 대출 가능한 금액을 산출하는 대출 금액 산출단계(S20);와, 상기 대출 관리서버의 검출부에서 산출된 대출 가능한 금액에 대한 정보 및 이자율 정보를 대출 신청자에게 통보하는 통보단계(S30);와, 대출 신청자가 통보된 대출 가능한 금액을 기반으로 대출금액과 대출상환일자를 설정하여 상기 대출 관리서버로 신청하면, 그 신청 정보를 기반으로 대출 신청자와의 대출 계약서를 작성하여 상기 데이터 베이스에 저장하는 동시에, 대출 신청자에게 온-오프 라인을 통해 대출 계약서를 제공하는 서류 수집단계(S40);와, 상기 대출 관리서버는 대출에 대한 담보물로 대출 신청자의 암호화폐에 대한 전자지갑의 소유권을 임시로 획득한 후에 금융회사를 통해 대출 신청자에게 대출금액을 지급하는 지급단계(S50);와, 상기 금융회사는 대출상환일자에 대출 신청자로부터 대출금과 함께 대출금액에 대한 이자를 상환받은 후, 담보물인 전자지갑의 소유권을 대출 신청자에게 이전하는 대출금 상환단계(S60);로 이루어지는 것을 특징으로 하는 것으로서, 대출 신청자가 단말기를 통해 자신 소유의 암호화폐를 담보물로 대출 관리서버에 대출 신청을 접수하면, 대출 관리서버의 검출부에서 암호화폐의 담보를 기반으로 대출 가능한 금액을 산출하며, 그 산출된 대출 가능 금액과 함께 이자율 정보를 대출 신청자에게 통보하고, 그 통보된 정보를 기반으로 대출 신청자가 대출금액 및 대출상환일자(기간)를 설정하여 신청하면, 그 신청된 대출금액과 대출상환일자와 함께 대출 이자율 정보가 포함되는 대출 계약서를 작성하여 대출 관리서버와 대출 신청자가 각각 보관한 후, 대출 관리서버는 대출 신청자의 담보물인 암호화폐에 대한 전자지갑의 소유권을 임시로 획득한 후에 대출 계약서에 기재된 대출금액을 금융회사에서 대출 신청자의 통장계좌로 지급하도록 함으로, 대출 신청자가 암호화폐를 담보로 금융회사로부터 용이하게 담보 대출을 받을 수 있어 암호화폐를 담보물로 현금이 필요한 경우에 현금화를 신속하게 진행할 수 있는 효과가 있다. 또한, 암호화폐를 담보로 대출한 대출금액에 대한 이자율이 대출일자의 암호화폐 시세와 대출상환일자의 암호화폐 시세를 대비하여 발생하는 수익률을 기반으로 비례하여 설정되어 지급하게 함으로, 채무자인 대출 신청자의 대출금에 대한 이자 금액의 부담감을 최소화할 수 있는 효과가 있다. 또한, 암호화폐의 시세가 대출금액의 80% 이하로 하락하거나 채무자인 대출 신청자가 채무를 불이행하는 경우에는 금융회사에서 담보서류를 통해 암호화폐에 대한 소유권을 영구히 획득하도록 함으로, 암호화폐의 시세급락 또는 채무자의 채무 불이행으로 인한 금융회사의 금전적인 손해를 최소화하여 암호화폐를 담보로 대출을 수행하는 금융회사의 안정적인 운영을 보장할 수 있는 효과가 있다.",2018.12.10,천해(주),1,4,"['G06Q40', 'G06Q20']","KR20070037600A,KR20110050244A,KR20180021048A",,"KR20220049753A,KR2240201B1,KR2240202B1",3,3,,1,['KR'],천해 (주),KR,2018,0
319,KR20180148339A,카드 매출정보를 이용한 대출 관리 시스템 및 방법{LOAN MANAGEMENT SYSTEM AND METHOD USING CREDIT CARD SALES INFORMATION},"카드 매출정보를 이용한 대출 관리 시스템 및 방법이 개시된다. 본 발명에 따른 카드 매출정보를 이용한 대출 관리 시스템은, 대출 신청자의 단말기를 통해 접수되는 대출 신청에 대해 승인을 처리하고 상기 대출 신청자에게 대출금을 지급하는 대출 승인 처리부; 상기 대출 신청자의 매장에서 발생하는 카드 결제를 대행하는 결제 대행사의 서버를 통해 카드 매출정보를 조회하는 카드 매출정보 조회부; 상기 조회된 카드 매출정보에 기초하여 상기 카드 결제 및 승인 처리 일자로부터 일정 기간이 경과한 후 카드사가 상기 결제 대행사를 통해 상기 대출 신청자에게 지급할 카드 대금의 전체 또는 일부를 상기 대출금에 대한 담보로 설정하는 리스크 관리부;를 포함한다.",2018.11.27,김재열,1,8,"['G06Q40', 'G06Q10']","KR20080082020A,KR20130139530A,KR20140134975A,KR20150134544A,KR20170076100A",,KR2371129B1,5,1,,1,['KR'],김재열,KR,2018,0
320,KR20180079934A,블록 체인을 이용한 가상화폐 유동성 대여방법{A Cryptographic Liquidity Borrowing Method Using Block Chain},"본 발명의 실시 예에 따른 블록 체인 기반의 가상화폐 유동성 대여방법은, LQD 대여 신청 정보를 중개기관 단말로 전송하고, 대여 신청 정보에 대응하는 대여 청약서 발행 정보를 수신하는 단계와, 대여 청약에 대응하는 동의 정보를 상기 중개기관 단말로 전송하는 단계와, 대여 청약서에 대응하는 계약 체결에 따른 LQD 지급 거래 정보를 유동성 제공자 단말로부터 수신하는 단계와, LQD 반환 거래 정보를 유동성 제공자 단말로 전송하는 단계를 포함한다.",2018.07.10,디쿤 주식회사,1,6,"['G06Q40', 'G06Q20']","KR20170099043A,KR20180030495A",,,2,0,,4,['KR'],인포뱅크 주식회사,KR,2018,0
321,KR20180079924A,블록 체인을 이용한 가상화폐 유동성 대여 시스템{A Cryptographic Liquidity Borrowing System Using Block Chain},"본 발명의 실시 예에 따른 블록체인 네트워크로 형성된 네트워크 시스템은, 유동성 대여 신청 및 유동성 가상화폐를 대여받는 유동성 대여 단말과, 유동성 대여 단말의 유동성 대여 신청에 따른 유동성 가상화폐 대여를 중계하는 유동성 대여 중계기관 단말과, 상기 유동성 대여에 대응하는 신용 가상화폐를 담보로 설정하는 담보 제공자 단말과, 상기 신용 가상화폐 담보 설정에 부합되는 유동성 가상화폐를 제공하는 유동성 제공자 단말을 포함한다.",2018.07.10,디쿤 주식회사,1,4,"['G06Q40', 'G06Q20']","KR20170099043A,KR20180030495A",,,2,0,,4,['KR'],인포뱅크 주식회사,KR,2018,0
322,KR20180079907A,블록 체인을 이용한 가상화폐 유동성 대여 프로그램{A Cryptographic Liquidity Borrowing Program Using Block Chain},"본 발명의 실시 예에 따른 블록 체인 기반의 가상화폐 유동성 대여 프로그램은, LQD 대여 신청 정보를 중개기관 단말로 전송하고, 대여 신청 정보에 대응하는 대여 청약서 발행 정보를 수신하는 기능과, 대여 청약에 대응하는 동의 정보를 상기 중개기관 단말로 전송하는 기능과, 대여 청약서에 대응하는 계약 체결에 따른 LQD 지급 거래 정보를 유동성 제공자 단말로부터 수신하는 기능과, LQD 반환 거래 정보를 유동성 제공자 단말로 전송하는 기능을 실행시키기 위하여 매체에 저장된다.",2018.07.10,디쿤 주식회사,1,6,"['G06Q40', 'G06Q20']","KR20170099043A,KR20180030495A",,,2,0,,4,['KR'],인포뱅크 주식회사,KR,2018,0
323,KR20180079902A,블록 체인을 이용한 가상화폐 유동성 대여 장치{A Cryptographic Liquidity Borrowing Device Using Block Chain},"본 발명의 실시 예에 따른 블록 체인 기반의 가상화폐 유동성 대여 장치는, LQD 대여 신청 정보를 중개기관 단말로 전송하고, 대여 신청 정보에 대응하는 대여 청약서 발행 정보를 수신하고, 대여 청약에 대응하는 동의 정보를 전송하고, 대여 청약서에 대응하는 계약 체결에 따른 LQD 지급 거래 정보를 유동성 제공자 단말로부터 수신하고, LQD 반환 거래 정보를 유동성 제공자 단말로 전송하며, 사용료 정보를 중개기관 단말, 유동성 제공자 단말 또는 담보 제공자 단말로 전송하는 통신부와, LQD 임대 신청을 위한 임대 신청정보와 대여 청약서에 대한 동의 정보와 반환을 위한 LQD 거래 정보 중 하나 이상을 입력받는 사용자 입력부와, 중개기관 단말에 접속하여, 중개기관 단말로 대여 신청정보를 제공하고, 상기 대여 신청정보에 대응하는 CRD가 담보된 대여 청약서 발행 제안정보가 수신되면, 상기 제안정보에 대응하는 동의 정보를 상기 중개기관 단말로 전송하고, 상기 대여 청약서가 마켓 네트워크에 발행되면, 대여 청약서에 대응하는 계약 체결에 의해 LQD를 임대 지급받고, 사용료 납부 및 환급하는 프로세스를 처리하는 대여 처리부를 구비한다.",2018.07.10,디쿤 주식회사,1,4,"['G06Q40', 'G06Q20']","KR20170099043A,KR20180030495A",,,2,0,,4,['KR'],인포뱅크 주식회사,KR,2018,0
324,KR20180079783A,블록 체인을 이용한 가상화폐 유동성 대여 중계 프로그램{A Cryptographic Liquidity Borrowing Relay Program Using Block Chain},"본 발명의 실시 예에 따른 블록 체인 기반의 가상화폐 유동성 대여 중계를 처리하는 프로그램은, 유동성 대여자 단말로부터 LQD의 임대를 위한 임대 신청 정보를 수신하는 기능과, 상기 수신된 임대 신청 정보를 포함하는 상품 설계 정보를 생성하는 기능과, 상기 생성된 상품 설계 정보를 하나 이상의 담보 제공자 단말로 전송하고, 상품 설계 정보에 대응하는 CRD 담보 제공 정보를 담보 제공자 단말로부터 수신하는 기능과, 상기 CRD 담보 제공 정보에 기초한 대여 청약서 정보를 유동성 대여자 단말로 전송하여 이에 대응하는 동의 정보를 수신하는 기능과, 상기 동의 정보 수신에 대응하는 대여 청약서 정보를 청약 마켓 네트워크 운용 단말로 전송하는 기능과, 상기 대여 청약서 정보에 대응하는 유동성 제공자 단말의 유동성 제공 정보를 수신하는 기능과, 상기 수신된 유동성 제공 정보에 따른 유동성 가상화폐 LQD의 처리 정보를 상기 유동성 대여자 단말로 전송하는 기능을 실행시키기 위하여 매체에 저장된다.",2018.07.10,디쿤 주식회사,1,8,"['G06Q40', 'G06Q20']","KR20170099043A,KR20180030495A",,,2,0,,4,['KR'],인포뱅크 주식회사,KR,2018,0
325,KR20180079773A,블록 체인을 이용한 가상화폐 유동성 대여 중계방법{A Cryptographic Liquidity Borrowing Relay Method Using Block Chain},"본 발명의 실시 예에 따른 블록 체인 기반의 가상화폐 유동성 대여 중계방법은, 유동성 대여자 단말로부터 LQD의 임대를 위한 임대 신청 정보를 수신하는 단계와, 상기 수신된 임대 신청 정보를 포함하는 상품 설계 정보를 생성하는 단계와, 상기 생성된 상품 설계 정보를 하나 이상의 담보 제공자 단말로 전송하고, 상품 설계 정보에 대응하는 CRD 담보 제공 정보를 담보 제공자 단말로부터 수신하는 단계와, 상기 CRD 담보 제공 정보에 기초한 대여 청약서 정보를 유동성 대여자 단말로 전송하여 이에 대응하는 동의 정보를 수신하는 단계와, 상기 동의 정보 수신에 대응하는 대여 청약서 정보를 청약 마켓 네트워크 운용 단말로 전송하는 단계와, 상기 대여 청약서 정보에 대응하는 유동성 제공자 단말의 유동성 제공 정보를 수신하는 단계와, 상기 수신된 유동성 제공 정보에 따른 유동성 가상화폐 LQD의 처리 정보를 상기 유동성 대여자 단말로 전송하는 단계를 포함한다.",2018.07.10,디쿤 주식회사,1,8,"['G06Q40', 'G06Q20']","KR20170099043A,KR20180030495A",,,2,0,,4,['KR'],인포뱅크 주식회사,KR,2018,0
326,KR20180079743A,블록 체인을 이용한 가상화폐 유동성 대여 중계 장치{A Cryptographic Liquidity Borrowing Relay Device Using Block Chain},"본 발명의 실시 예에 따른 블록 체인 기반의 가상화폐 유동성 대여 중계장치는, 블록체인 네트워크 상의 복수개 단말과 통신을 수행하며, 유동성 대여자 단말로부터 LQD의 임대를 위한 임대 신청 정보를 수신하고, 수신된 임대 신청 정보를 포함하는 상품 설계 정보를 하나 이상의 담보 제공자 단말로 전송하고, 상품 설계 정보에 대응하는 CRD 담보 제공 정보를 담보 제공자 단말로부터 수신하고, CRD 담보 제공 정보에 기초한 대여 청약서 정보를 유동성 대여자 단말로 전송하여 이에 대응하는 동의 정보를 수신하고, 상기 동의 정보 수신에 대응하는 대여 청약서 정보를 청약 마켓 네트워크 운용 단말로 전송하고, 상기 대여 청약서 정보에 대응하는 유동성 제공자 단말의 유동성 제공 정보를 수신하고, 수신된 유동성 제공 정보에 따른 유동성 가상화폐 LQD의 처리 정보를 상기 유동성 대여자 단말로 전송하는 통신부와, 사용자 입력을 수신하기 위한 하나 이상의 인터페이스 모듈을 구비하며, 상기 중개기관 단말에서의 상품 설계정보의 생성, 상품 설계정보에 대응하는 CRD 담보 설정, 대여 청약서 생성 및 등록을 위한 하나 이상의 사용자 입력을 수신하는 사용자 입력부와, 상기 유동성 대여자의 신청 정보 수신 및 관리, 임대 상품 설계에 따른 상품 설계정보의 제공과, 상품 설계정보에 대응하는 담보 설정, 담보 설정된 대여 청약서의 생성 및 대여 청약서에 기초한 유동성 제공자의 유동성 대여 프로세스를 처리하는 중개기관 서비스부를 구비한다.",2018.07.10,디쿤 주식회사,1,7,"['G06Q40', 'G06Q20']","KR20170099043A,KR20180030495A",,,2,0,,4,['KR'],인포뱅크 주식회사,KR,2018,0
327,KR20180079724A,블록 체인을 이용한 가상화폐 유동성 대여를 위한 프로그램{A Cryptographic Liquidity Borrowing Program Using Block Chain},"본 발명의 실시 예에 따른 블록체인을 이용한 유동성 대여 프로그램은, 프로그램은, 중개기관 단말에 구비되어, 청약 마켓 네트워크상에, 담보 제공자 단말로부터 제공된 신용 가상화폐를 담보로 하여, 유동성 대여자 단말로 유동성 가상화폐를 지급하는 대여 청약서를 발행하는 기능과, 상기 유동성 대여자 단말에 구비되어, 상기 중개기관 단말로 상기 유동성 가상화폐의 임대를 신청하는 기능과, 상기 중개기관 단말에 의해 발행된 대여 청약서의 임대 조건에 따라, 상기 대여된 유동성 가상화폐를 지급받는 기능을 실행시키기 위하여 매체에 저장된다.",2018.07.10,디쿤 주식회사,1,4,"['G06Q40', 'G06Q10', 'G06Q20']","KR20170099043A,KR20180030495A",,,2,0,,4,['KR'],인포뱅크 주식회사,KR,2018,0
